Rate Code,Category,Item Description,Project Type,Work Type,Unit,Rate Min Ex GST,Recommended Rate Ex GST,Rate Max Ex GST,Adjustment Type,Rate Basis,Included Scope / Notes,Effective Date,Active
PB-POWER-EXTERNAL-FIBRE-CEMENT-SOFFITS,Power Station / High Security Industrial,External fibre-cement soffits,Power Station / High Security,Base Rate,m²,68.0,68.0,68.0,Fixed,Dedicated controlled-site rate,Standard access; high-level access extra.,2026-07-17,Yes
PB-POWER-EXTERNAL-RENDERED-WALLS,Power Station / High Security Industrial,External rendered walls,Power Station / High Security,Base Rate,m²,72.0,72.0,72.0,Fixed,Dedicated controlled-site rate,Premium exterior system.,2026-07-17,Yes
PB-POWER-EXTERNAL-SLIP-RESISTANT-STAIR-,Power Station / High Security Industrial,External slip-resistant stair treads and landings,Power Station / High Security,Base Rate,m²,170.0,170.0,170.0,Fixed,Dedicated controlled-site rate,UV-stable slip-resistant protective coating system.,2026-07-17,Yes
PB-POWER-FIRE-RATED-PLASTERBOARD-CEILIN,Power Station / High Security Industrial,Fire-rated plasterboard ceilings,Power Station / High Security,Base Rate,m²,58.0,58.0,58.0,Fixed,Dedicated controlled-site rate,Painting only; fire-rated installation and certification by others.,2026-07-17,Yes
PB-POWER-GALVANISED-METAL-FRAMES,Power Station / High Security Industrial,Galvanised metal frames,Power Station / High Security,Base Rate,m² developed,135.0,135.0,135.0,Fixed,Dedicated controlled-site rate,"Degrease, abrade, prime and finish; developed area.",2026-07-17,Yes
PB-POWER-HEAVILY-SERVICED-PLASTERBOARD-,Power Station / High Security Industrial,Heavily serviced plasterboard ceilings,Power Station / High Security,Base Rate,m²,70.0,70.0,70.0,Fixed,Dedicated controlled-site rate,"Numerous services, penetrations and detailed cutting.",2026-07-17,Yes
PB-POWER-HIGH-LEVEL-FIBRE-CEMENT-CEILIN,Power Station / High Security Industrial,High-level fibre-cement ceilings or heavily serviced areas,Power Station / High Security,Base Rate,m²,80.0,80.0,80.0,Fixed,Dedicated controlled-site rate,High access or heavily serviced.,2026-07-17,Yes
PB-POWER-INTERNAL-CONCRETE-BLOCKWORK,Power Station / High Security Industrial,Internal concrete blockwork,Power Station / High Security,Base Rate,m²,68.0,68.0,68.0,Fixed,Dedicated controlled-site rate,Suitable masonry sealer/block filler plus two finish coats.,2026-07-17,Yes
PB-POWER-INTERNAL-FIBRE-CEMENT-CEILINGS,Power Station / High Security Industrial,Internal fibre-cement ceilings,Power Station / High Security,Base Rate,m²,62.0,62.0,62.0,Fixed,Dedicated controlled-site rate,Preparation/sealer plus two finish coats.,2026-07-17,Yes
PB-POWER-INTERNAL-PLASTERBOARD-WALLS,Power Station / High Security Industrial,Internal plasterboard walls,Power Station / High Security,Base Rate,m²,55.0,55.0,55.0,Fixed,Dedicated controlled-site rate,Full plasterboard primer/sealer plus two finish coats.,2026-07-17,Yes
PB-POWER-INTERNAL-RENDERED-WALLS,Power Station / High Security Industrial,Internal rendered walls,Power Station / High Security,Base Rate,m²,60.0,60.0,60.0,Fixed,Dedicated controlled-site rate,Sealer plus two acrylic coats.,2026-07-17,Yes
PB-POWER-INTERNAL-SMOOTH-CONCRETE-WALLS,Power Station / High Security Industrial,Internal smooth concrete walls,Power Station / High Security,Base Rate,m²,55.0,55.0,55.0,Fixed,Dedicated controlled-site rate,Primer/sealer plus two finish coats.,2026-07-17,Yes
PB-POWER-LUXAFLOOR-LGE-P4-EPOXY-FLOORIN,Power Station / High Security Industrial,Luxafloor LGE P4 epoxy flooring,Power Station / High Security,Base Rate,m²,120.0,120.0,120.0,Fixed,Dedicated controlled-site rate,Mechanical preparation and P4 aggregate system.,2026-07-17,Yes
PB-POWER-SC-MC-METAL-CLAD-SINGLE-DOOR-A,Power Station / High Security Industrial,SC–MC metal-clad single door and steel frame,Power Station / High Security,Base Rate,set,780.0,780.0,780.0,Fixed,Dedicated controlled-site rate,"Complete single door set; both faces, edges and frame.",2026-07-17,Yes
PB-POWER-UPVC-DOWNPIPES,Power Station / High Security Industrial,uPVC downpipes,Power Station / High Security,Base Rate,lm,52.0,52.0,52.0,Fixed,Dedicated controlled-site rate,"Clean, abrade, prime where required and apply finish coats.",2026-07-17,Yes
PB-ROOFS-AND--CONCRETE-BALCONY-COATI-COM-NEW,Roofs & External Horizontal Surfaces,Concrete balcony coating,Commercial,New,m²,75.0,75.0,75.0,Fixed,Base substrate/item rate,Standard protective floor coating.,2026-07-17,Yes
PB-ROOFS-AND--CONCRETE-BALCONY-COATI-COM-REP,Roofs & External Horizontal Surfaces,Concrete balcony coating,Commercial,Repaint,m²,95.0,95.0,95.0,Fixed,Base substrate/item rate,Standard protective floor coating.,2026-07-17,Yes
PB-ROOFS-AND--CONCRETE-BALCONY-COATI-DOM-NEW,Roofs & External Horizontal Surfaces,Concrete balcony coating,Domestic,New,m²,65.0,65.0,65.0,Fixed,Base substrate/item rate,Standard protective floor coating.,2026-07-17,Yes
PB-ROOFS-AND--CONCRETE-BALCONY-COATI-DOM-REP,Roofs & External Horizontal Surfaces,Concrete balcony coating,Domestic,Repaint,m²,85.0,85.0,85.0,Fixed,Base substrate/item rate,Standard protective floor coating.,2026-07-17,Yes
PB-ROOFS-AND--CONCRETE-ROOF-TILES-COM-NEW,Roofs & External Horizontal Surfaces,Concrete roof tiles,Commercial,New,m²,50.0,50.0,50.0,Fixed,Base substrate/item rate,Excludes tile replacement and major roof repairs.,2026-07-17,Yes
PB-ROOFS-AND--CONCRETE-ROOF-TILES-COM-REP,Roofs & External Horizontal Surfaces,Concrete roof tiles,Commercial,Repaint,m²,60.0,60.0,60.0,Fixed,Base substrate/item rate,Excludes tile replacement and major roof repairs.,2026-07-17,Yes
PB-ROOFS-AND--CONCRETE-ROOF-TILES-DOM-NEW,Roofs & External Horizontal Surfaces,Concrete roof tiles,Domestic,New,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,Excludes tile replacement and major roof repairs.,2026-07-17,Yes
PB-ROOFS-AND--CONCRETE-ROOF-TILES-DOM-REP,Roofs & External Horizontal Surfaces,Concrete roof tiles,Domestic,Repaint,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Excludes tile replacement and major roof repairs.,2026-07-17,Yes
PB-ROOFS-AND--METAL-ROOF-COATING-COM-NEW,Roofs & External Horizontal Surfaces,Metal roof coating,Commercial,New,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,"Excludes edge protection, repairs and screw replacement.",2026-07-17,Yes
PB-ROOFS-AND--METAL-ROOF-COATING-COM-REP,Roofs & External Horizontal Surfaces,Metal roof coating,Commercial,Repaint,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,"Excludes edge protection, repairs and screw replacement.",2026-07-17,Yes
PB-ROOFS-AND--METAL-ROOF-COATING-DOM-NEW,Roofs & External Horizontal Surfaces,Metal roof coating,Domestic,New,m²,40.0,40.0,40.0,Fixed,Base substrate/item rate,"Excludes edge protection, repairs and screw replacement.",2026-07-17,Yes
PB-ROOFS-AND--METAL-ROOF-COATING-DOM-REP,Roofs & External Horizontal Surfaces,Metal roof coating,Domestic,Repaint,m²,50.0,50.0,50.0,Fixed,Base substrate/item rate,"Excludes edge protection, repairs and screw replacement.",2026-07-17,Yes
PB-ROOFS-AND--PAINTED-TIMBER-DECK-COM-NEW,Roofs & External Horizontal Surfaces,Painted timber deck,Commercial,New,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Excludes major stripping and timber repairs.,2026-07-17,Yes
PB-ROOFS-AND--PAINTED-TIMBER-DECK-COM-REP,Roofs & External Horizontal Surfaces,Painted timber deck,Commercial,Repaint,m²,70.0,70.0,70.0,Fixed,Base substrate/item rate,Excludes major stripping and timber repairs.,2026-07-17,Yes
PB-ROOFS-AND--PAINTED-TIMBER-DECK-DOM-NEW,Roofs & External Horizontal Surfaces,Painted timber deck,Domestic,New,m²,50.0,50.0,50.0,Fixed,Base substrate/item rate,Excludes major stripping and timber repairs.,2026-07-17,Yes
PB-ROOFS-AND--PAINTED-TIMBER-DECK-DOM-REP,Roofs & External Horizontal Surfaces,Painted timber deck,Domestic,Repaint,m²,65.0,65.0,65.0,Fixed,Base substrate/item rate,Excludes major stripping and timber repairs.,2026-07-17,Yes
PB-ROOFS-AND--SLIP-RESISTANT-STAIR-T-COM-NEW,Roofs & External Horizontal Surfaces,Slip-resistant stair treads and landings,Commercial,New,m²,140.0,140.0,140.0,Fixed,Base substrate/item rate,Mechanically prepared slip-resistant system.,2026-07-17,Yes
PB-ROOFS-AND--SLIP-RESISTANT-STAIR-T-COM-REP,Roofs & External Horizontal Surfaces,Slip-resistant stair treads and landings,Commercial,Repaint,m²,175.0,175.0,175.0,Fixed,Base substrate/item rate,Mechanically prepared slip-resistant system.,2026-07-17,Yes
PB-ROOFS-AND--SLIP-RESISTANT-STAIR-T-DOM-NEW,Roofs & External Horizontal Surfaces,Slip-resistant stair treads and landings,Domestic,New,m²,125.0,125.0,125.0,Fixed,Base substrate/item rate,Mechanically prepared slip-resistant system.,2026-07-17,Yes
PB-ROOFS-AND--SLIP-RESISTANT-STAIR-T-DOM-REP,Roofs & External Horizontal Surfaces,Slip-resistant stair treads and landings,Domestic,Repaint,m²,160.0,160.0,160.0,Fixed,Base substrate/item rate,Mechanically prepared slip-resistant system.,2026-07-17,Yes
PB-ROOFS-AND--STAIR-NOSING-OR-CONTRA-COM-NEW,Roofs & External Horizontal Surfaces,Stair nosing or contrasting strip,Commercial,New,lm,35.0,35.0,35.0,Fixed,Base substrate/item rate,Per lineal metre.,2026-07-17,Yes
PB-ROOFS-AND--STAIR-NOSING-OR-CONTRA-COM-REP,Roofs & External Horizontal Surfaces,Stair nosing or contrasting strip,Commercial,Repaint,lm,45.0,45.0,45.0,Fixed,Base substrate/item rate,Per lineal metre.,2026-07-17,Yes
PB-ROOFS-AND--STAIR-NOSING-OR-CONTRA-DOM-NEW,Roofs & External Horizontal Surfaces,Stair nosing or contrasting strip,Domestic,New,lm,30.0,30.0,30.0,Fixed,Base substrate/item rate,Per lineal metre.,2026-07-17,Yes
PB-ROOFS-AND--STAIR-NOSING-OR-CONTRA-DOM-REP,Roofs & External Horizontal Surfaces,Stair nosing or contrasting strip,Domestic,Repaint,lm,40.0,40.0,40.0,Fixed,Base substrate/item rate,Per lineal metre.,2026-07-17,Yes
PB-ROOFS-AND--TIMBER-DECK-OIL-OR-STA-COM-NEW,Roofs & External Horizontal Surfaces,Timber deck oil or stain,Commercial,New,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,Normal cleaning and preparation.,2026-07-17,Yes
PB-ROOFS-AND--TIMBER-DECK-OIL-OR-STA-COM-REP,Roofs & External Horizontal Surfaces,Timber deck oil or stain,Commercial,Repaint,m²,60.0,60.0,60.0,Fixed,Base substrate/item rate,Normal cleaning and preparation.,2026-07-17,Yes
PB-ROOFS-AND--TIMBER-DECK-OIL-OR-STA-DOM-NEW,Roofs & External Horizontal Surfaces,Timber deck oil or stain,Domestic,New,m²,40.0,40.0,40.0,Fixed,Base substrate/item rate,Normal cleaning and preparation.,2026-07-17,Yes
PB-ROOFS-AND--TIMBER-DECK-OIL-OR-STA-DOM-REP,Roofs & External Horizontal Surfaces,Timber deck oil or stain,Domestic,Repaint,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Normal cleaning and preparation.,2026-07-17,Yes
PB-SOFFITS-EA-DOWNPIPE-BENDS-SHOES-O-COM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes","Downpipe bends, shoes or offsets",Commercial,New,each,25.0,25.0,25.0,Fixed,Base substrate/item rate,Per fitting.,2026-07-17,Yes
PB-SOFFITS-EA-DOWNPIPE-BENDS-SHOES-O-COM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes","Downpipe bends, shoes or offsets",Commercial,Repaint,each,35.0,35.0,35.0,Fixed,Base substrate/item rate,Per fitting.,2026-07-17,Yes
PB-SOFFITS-EA-DOWNPIPE-BENDS-SHOES-O-DOM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes","Downpipe bends, shoes or offsets",Domestic,New,each,22.0,22.0,22.0,Fixed,Base substrate/item rate,Per fitting.,2026-07-17,Yes
PB-SOFFITS-EA-DOWNPIPE-BENDS-SHOES-O-DOM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes","Downpipe bends, shoes or offsets",Domestic,Repaint,each,30.0,30.0,30.0,Fixed,Base substrate/item rate,Per fitting.,2026-07-17,Yes
PB-SOFFITS-EA-FIBRE-CEMENT-SOFFIT-COM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Fibre-cement soffit,Commercial,New,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Standard access; high-level access extra.,2026-07-17,Yes
PB-SOFFITS-EA-FIBRE-CEMENT-SOFFIT-COM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Fibre-cement soffit,Commercial,Repaint,m²,60.0,60.0,60.0,Fixed,Base substrate/item rate,Standard access; high-level access extra.,2026-07-17,Yes
PB-SOFFITS-EA-FIBRE-CEMENT-SOFFIT-DOM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Fibre-cement soffit,Domestic,New,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,Standard access; high-level access extra.,2026-07-17,Yes
PB-SOFFITS-EA-FIBRE-CEMENT-SOFFIT-DOM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Fibre-cement soffit,Domestic,Repaint,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Standard access; high-level access extra.,2026-07-17,Yes
PB-SOFFITS-EA-GUTTER-EXTERIOR-FACE-COM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Gutter exterior face,Commercial,New,lm,22.0,22.0,22.0,Fixed,Base substrate/item rate,Exterior visible face only.,2026-07-17,Yes
PB-SOFFITS-EA-GUTTER-EXTERIOR-FACE-COM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Gutter exterior face,Commercial,Repaint,lm,28.0,28.0,28.0,Fixed,Base substrate/item rate,Exterior visible face only.,2026-07-17,Yes
PB-SOFFITS-EA-GUTTER-EXTERIOR-FACE-DOM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Gutter exterior face,Domestic,New,lm,18.0,18.0,18.0,Fixed,Base substrate/item rate,Exterior visible face only.,2026-07-17,Yes
PB-SOFFITS-EA-GUTTER-EXTERIOR-FACE-DOM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Gutter exterior face,Domestic,Repaint,lm,25.0,25.0,25.0,Fixed,Base substrate/item rate,Exterior visible face only.,2026-07-17,Yes
PB-SOFFITS-EA-MASONRY-OR-CONCRETE-SO-COM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Masonry or concrete soffit,Commercial,New,m²,58.0,58.0,58.0,Fixed,Base substrate/item rate,Includes appropriate primer/sealer.,2026-07-17,Yes
PB-SOFFITS-EA-MASONRY-OR-CONCRETE-SO-COM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Masonry or concrete soffit,Commercial,Repaint,m²,65.0,65.0,65.0,Fixed,Base substrate/item rate,Includes appropriate primer/sealer.,2026-07-17,Yes
PB-SOFFITS-EA-MASONRY-OR-CONCRETE-SO-DOM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Masonry or concrete soffit,Domestic,New,m²,50.0,50.0,50.0,Fixed,Base substrate/item rate,Includes appropriate primer/sealer.,2026-07-17,Yes
PB-SOFFITS-EA-MASONRY-OR-CONCRETE-SO-DOM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Masonry or concrete soffit,Domestic,Repaint,m²,60.0,60.0,60.0,Fixed,Base substrate/item rate,Includes appropriate primer/sealer.,2026-07-17,Yes
PB-SOFFITS-EA-METAL-DOWNPIPE-COM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Metal downpipe,Commercial,New,lm,38.0,38.0,38.0,Fixed,Base substrate/item rate,Includes compatible metal preparation.,2026-07-17,Yes
PB-SOFFITS-EA-METAL-DOWNPIPE-COM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Metal downpipe,Commercial,Repaint,lm,48.0,48.0,48.0,Fixed,Base substrate/item rate,Includes compatible metal preparation.,2026-07-17,Yes
PB-SOFFITS-EA-METAL-DOWNPIPE-DOM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Metal downpipe,Domestic,New,lm,32.0,32.0,32.0,Fixed,Base substrate/item rate,Includes compatible metal preparation.,2026-07-17,Yes
PB-SOFFITS-EA-METAL-DOWNPIPE-DOM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Metal downpipe,Domestic,Repaint,lm,42.0,42.0,42.0,Fixed,Base substrate/item rate,Includes compatible metal preparation.,2026-07-17,Yes
PB-SOFFITS-EA-METAL-FASCIA-COM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Metal fascia,Commercial,New,lm,22.0,22.0,22.0,Fixed,Base substrate/item rate,Compatible metal preparation.,2026-07-17,Yes
PB-SOFFITS-EA-METAL-FASCIA-COM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Metal fascia,Commercial,Repaint,lm,28.0,28.0,28.0,Fixed,Base substrate/item rate,Compatible metal preparation.,2026-07-17,Yes
PB-SOFFITS-EA-METAL-FASCIA-DOM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Metal fascia,Domestic,New,lm,18.0,18.0,18.0,Fixed,Base substrate/item rate,Compatible metal preparation.,2026-07-17,Yes
PB-SOFFITS-EA-METAL-FASCIA-DOM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Metal fascia,Domestic,Repaint,lm,25.0,25.0,25.0,Fixed,Base substrate/item rate,Compatible metal preparation.,2026-07-17,Yes
PB-SOFFITS-EA-RAINHEAD-OR-COMPLEX-JU-COM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Rainhead or complex junction,Commercial,New,each,85.0,85.0,85.0,Fixed,Base substrate/item rate,Per item; detailed masking included.,2026-07-17,Yes
PB-SOFFITS-EA-RAINHEAD-OR-COMPLEX-JU-COM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Rainhead or complex junction,Commercial,Repaint,each,110.0,110.0,110.0,Fixed,Base substrate/item rate,Per item; detailed masking included.,2026-07-17,Yes
PB-SOFFITS-EA-RAINHEAD-OR-COMPLEX-JU-DOM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Rainhead or complex junction,Domestic,New,each,70.0,70.0,70.0,Fixed,Base substrate/item rate,Per item; detailed masking included.,2026-07-17,Yes
PB-SOFFITS-EA-RAINHEAD-OR-COMPLEX-JU-DOM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Rainhead or complex junction,Domestic,Repaint,each,95.0,95.0,95.0,Fixed,Base substrate/item rate,Per item; detailed masking included.,2026-07-17,Yes
PB-SOFFITS-EA-TIMBER-FASCIA-COM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Timber fascia,Commercial,New,lm,24.0,24.0,24.0,Fixed,Base substrate/item rate,Standard fascia profile.,2026-07-17,Yes
PB-SOFFITS-EA-TIMBER-FASCIA-COM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Timber fascia,Commercial,Repaint,lm,30.0,30.0,30.0,Fixed,Base substrate/item rate,Standard fascia profile.,2026-07-17,Yes
PB-SOFFITS-EA-TIMBER-FASCIA-DOM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Timber fascia,Domestic,New,lm,20.0,20.0,20.0,Fixed,Base substrate/item rate,Standard fascia profile.,2026-07-17,Yes
PB-SOFFITS-EA-TIMBER-FASCIA-DOM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Timber fascia,Domestic,Repaint,lm,28.0,28.0,28.0,Fixed,Base substrate/item rate,Standard fascia profile.,2026-07-17,Yes
PB-SOFFITS-EA-TIMBER-SOFFIT-OR-LININ-COM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Timber soffit or lining,Commercial,New,m²,62.0,62.0,62.0,Fixed,Base substrate/item rate,Sound timber; normal prep.,2026-07-17,Yes
PB-SOFFITS-EA-TIMBER-SOFFIT-OR-LININ-COM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Timber soffit or lining,Commercial,Repaint,m²,75.0,75.0,75.0,Fixed,Base substrate/item rate,Sound timber; normal prep.,2026-07-17,Yes
PB-SOFFITS-EA-TIMBER-SOFFIT-OR-LININ-DOM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",Timber soffit or lining,Domestic,New,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Sound timber; normal prep.,2026-07-17,Yes
PB-SOFFITS-EA-TIMBER-SOFFIT-OR-LININ-DOM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",Timber soffit or lining,Domestic,Repaint,m²,70.0,70.0,70.0,Fixed,Base substrate/item rate,Sound timber; normal prep.,2026-07-17,Yes
PB-SOFFITS-EA-UPVC-DOWNPIPE-COM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",uPVC downpipe,Commercial,New,lm,32.0,32.0,32.0,Fixed,Base substrate/item rate,"Clean, abrade, prime where required and apply finish coats.",2026-07-17,Yes
PB-SOFFITS-EA-UPVC-DOWNPIPE-COM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",uPVC downpipe,Commercial,Repaint,lm,40.0,40.0,40.0,Fixed,Base substrate/item rate,"Clean, abrade, prime where required and apply finish coats.",2026-07-17,Yes
PB-SOFFITS-EA-UPVC-DOWNPIPE-DOM-NEW,"Soffits, Eaves, Fascia, Gutters & Downpipes",uPVC downpipe,Domestic,New,lm,28.0,28.0,28.0,Fixed,Base substrate/item rate,"Clean, abrade, prime where required and apply finish coats.",2026-07-17,Yes
PB-SOFFITS-EA-UPVC-DOWNPIPE-DOM-REP,"Soffits, Eaves, Fascia, Gutters & Downpipes",uPVC downpipe,Domestic,Repaint,lm,36.0,36.0,36.0,Fixed,Base substrate/item rate,"Clean, abrade, prime where required and apply finish coats.",2026-07-17,Yes
PB-ADJ-ADDITIONAL-FULL-COAT,Standard Additions & Loadings,Additional full coat,All,Loading,% of base,25.0,30.0,35.0,Percentage Add,Adjustment / allowance,Apply to base coating rate.,2026-07-17,Yes
PB-ADJ-DARK-COLOURS,Standard Additions & Loadings,Dark colours,All,Loading,% add,15.0,20.0,25.0,Percentage Add,Adjustment / allowance,Coverage and cutting allowance.,2026-07-17,Yes
PB-ADJ-EWP-SCAFFOLD-AND-EDGE-PROTECTION,Standard Additions & Loadings,"EWP, scaffold and edge protection",All,Access,% cost plus,15.0,17.5,20.0,Cost Plus Percentage,Adjustment / allowance,Apply to supplier/hire cost.,2026-07-17,Yes
PB-ADJ-HEAVY-PLASTER-REPAIRS,Standard Additions & Loadings,Heavy plaster repairs,All,Repair,$/hour,120.0,120.0,120.0,Fixed,Adjustment / allowance,Materials additional.,2026-07-17,Yes
PB-ADJ-MOULD-WASH-AND-TREATMENT,Standard Additions & Loadings,Mould wash and treatment,All,Preparation,$/m²,12.0,16.0,20.0,Fixed Range,Adjustment / allowance,Extent and containment may alter rate.,2026-07-17,Yes
PB-ADJ-MULTIPLE-COLOUR-CHANGES,Standard Additions & Loadings,Multiple colour changes,All,Loading,% add,10.0,15.0,20.0,Percentage Add,Adjustment / allowance,Apply where colour changes reduce productivity.,2026-07-17,Yes
PB-ADJ-NIGHT-SHIFT-OR-RESTRICTED-HOURS,Standard Additions & Loadings,Night shift or restricted hours,All,Loading,% add,25.0,32.5,40.0,Percentage Add,Adjustment / allowance,Apply to affected labour/substrate rates.,2026-07-17,Yes
PB-ADJ-OCCUPIED-PREMISES,Standard Additions & Loadings,Occupied premises,All,Loading,% add,10.0,15.0,20.0,Percentage Add,Adjustment / allowance,Allows for staging and protection.,2026-07-17,Yes
PB-ADJ-OPERATIONAL-POWER-STATION-SUBSTATI,Standard Additions & Loadings,Operational power station/substation,Commercial,Loading,% add,20.0,27.5,35.0,Percentage Add,Adjustment / allowance,Use where the dedicated power-station rate is not already used.,2026-07-17,Yes
PB-ADJ-PRESSURE-CLEANING,Standard Additions & Loadings,Pressure cleaning,All,Preparation,$/m²,7.0,10.5,14.0,Fixed Range,Adjustment / allowance,Runoff controls and access may be extra.,2026-07-17,Yes
PB-ADJ-RUST-TREATMENT,Standard Additions & Loadings,Rust treatment,All,Repair,$/hour,135.0,135.0,135.0,Fixed,Adjustment / allowance,Materials additional.,2026-07-17,Yes
PB-ADJ-SITE-ESTABLISHMENT-COMMERCIAL,Standard Additions & Loadings,Site establishment – commercial,Commercial,Preliminaries,$/job,1500.0,2500.0,3500.0,Fixed Range,Adjustment / allowance,Normal commercial establishment.,2026-07-17,Yes
PB-ADJ-SITE-ESTABLISHMENT-POWER-STATION-H,Standard Additions & Loadings,Site establishment – power station/high security,Power Station / High Security,Preliminaries,$/job,2500.0,3750.0,5000.0,Fixed Range,Adjustment / allowance,"Inductions, permits and controlled access.",2026-07-17,Yes
PB-ADJ-SPECIALIST-INDUSTRIAL-OR-SHUTDOWN-,Standard Additions & Loadings,Specialist industrial or shutdown daywork,Industrial,Daywork,$/painter-hour,135.0,142.5,150.0,Fixed Range,Adjustment / allowance,Materials additional.,2026-07-17,Yes
PB-ADJ-SPRAY-MASKING-AROUND-EQUIPMENT,Standard Additions & Loadings,Spray masking around equipment,Commercial,Daywork,$/painter-hour,120.0,130.0,140.0,Fixed Range,Adjustment / allowance,Materials additional.,2026-07-17,Yes
PB-ADJ-VARIATIONS-AND-DAYWORK,Standard Additions & Loadings,Variations and daywork,All,Daywork,$/painter-hour,120.0,120.0,120.0,Fixed,Adjustment / allowance,Materials additional.,2026-07-17,Yes
PB-ADJ-VERY-SMALL-MEASURED-QUANTITIES,Standard Additions & Loadings,Very small measured quantities,All,Loading,% add,20.0,30.0,40.0,Percentage Add,Adjustment / allowance,Alternatively use hourly rate/minimum charge.,2026-07-17,Yes
PB-ADJ-WORK-ABOVE-4-M,Standard Additions & Loadings,Work above 4 m,All,Loading,% add,20.0,25.0,30.0,Percentage Add,Adjustment / allowance,Access equipment also additional.,2026-07-17,Yes
PB-SHORT-COMMERCIAL-REPAINT-OCCUPIED-,Whole-Job Floor-Area Shortcuts,"Commercial repaint, occupied premises",Commercial,Repaint Occupied,m² floor area,72.0,83.5,95.0,Fixed Range,Budget shortcut only,Whole-job floor-area budget only.,2026-07-17,Yes
PB-SHORT-COMMERCIAL-REPAINT-VACANT-PR,Whole-Job Floor-Area Shortcuts,"Commercial repaint, vacant premises",Commercial,Repaint Vacant,m² floor area,60.0,69.0,78.0,Fixed Range,Budget shortcut only,Whole-job floor-area budget only.,2026-07-17,Yes
PB-SHORT-DETAILED-OCCUPIED-DOMESTIC-R,Whole-Job Floor-Area Shortcuts,Detailed occupied domestic repaint,Domestic,Repaint Occupied,m² floor area,70.0,80.0,90.0,Fixed Range,Budget shortcut only,Whole-job floor-area budget only.,2026-07-17,Yes
PB-SHORT-DOMESTIC-INTERNAL-REPAINT,Whole-Job Floor-Area Shortcuts,Domestic internal repaint,Domestic,Repaint,m² floor area,60.0,66.0,72.0,Fixed Range,Budget shortcut only,Whole-job floor-area budget only.,2026-07-17,Yes
PB-SHORT-MULTI-UNIT-NEW-INTERNAL-WORK,Whole-Job Floor-Area Shortcuts,Multi-unit new internal work,Commercial Multi-unit,New,m² floor area,65.0,71.0,77.0,Fixed Range,Budget shortcut only,Whole-job floor-area budget only.,2026-07-17,Yes
PB-SHORT-NEW-COMMERCIAL-OFFICE-OR-AME,Whole-Job Floor-Area Shortcuts,New commercial office or amenities,Commercial,New,m² floor area,55.0,62.5,70.0,Fixed Range,Budget shortcut only,Whole-job floor-area budget only.,2026-07-17,Yes
